make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Volkswagen,Jetta,2017,24716,93725,Monterrey,MX,SCRAPED2017626826,Base,Gray,Good,2.5L 4-Cylinder,Manual,FWD,Hybrid,Hatchback,4,8,229,30,25,7,13389.285714285714,24905.565217391304,-189.56521739130403,scraping
Nissan,Pathfinder,2017,25431,118205,Monterrey,MX,SCRAPED2017123839,Premium,Blue,Good,2.0L Turbo,Automatic,RWD,Diesel,Hatchback,2,4,275,35,16,7,16886.428571428572,24422.72,1008.2799999999988,scraping
Chevrolet,Silverado,2016,25601,102410,Monterrey,MX,SCRAPED2016278239,Base,Red,Good,2.5L 4-Cylinder,CVT,FWD,Diesel,Hatchback,4,8,378,31,22,8,12801.25,32194.0,-6593.0,scraping
BMW,3 Series,2016,47133,23745,Monterrey,MX,SCRAPED2016939705,Base,Gray,Very Good,3.5L V6,Manual,FWD,Hybrid,SUV,4,4,165,30,21,8,2968.125,45747.42857142857,1385.5714285714275,scraping
Mercedes-Benz,GLE,2017,50252,45741,Monterrey,MX,SCRAPED2017609341,LX,Red,Very Good,3.0L Diesel,CVT,FWD,Hybrid,Truck,4,4,164,32,24,7,6534.428571428572,47390.76,2861.239999999998,scraping
Toyota,Camry,2016,24356,86436,Monterrey,MX,SCRAPED2016406422,EX,Silver,Fair,3.5L V6,Manual,FWD,Gasoline,Hatchback,4,8,262,33,23,8,10804.5,23331.285714285714,1024.7142857142862,scraping
Kia,Sportage,2017,21497,58219,Monterrey,MX,SCRAPED2017886023,Base,Blue,Very Good,3.5L V6,CVT,FWD,Diesel,Truck,2,6,157,24,19,7,8317.0,25350.57894736842,-3853.57894736842,scraping
Hyundai,Santa Fe,2018,19908,143682,Monterrey,MX,SCRAPED2018825895,Premium,White,Very Good,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Truck,2,6,301,26,17,6,23947.0,23741.354838709678,-3833.354838709678,scraping
Hyundai,Tucson,2018,24788,141627,Monterrey,MX,SCRAPED2018638836,Premium,Gray,Very Good,3.0L Diesel,CVT,FWD,Diesel,Sedan,4,6,269,28,25,6,23604.5,23820.75,967.25,scraping
Ford,Escape,2018,24853,133680,Monterrey,MX,SCRAPED2018649317,EX,Blue,Fair,2.5L 4-Cylinder,Manual,RWD,Diesel,SUV,4,4,287,23,23,6,22280.0,29792.18181818182,-4939.18181818182,scraping
Mercedes-Benz,C-Class,2016,42227,82719,Monterrey,MX,SCRAPED2016109346,Base,Blue,Fair,2.5L 4-Cylinder,Automatic,FWD,Hybrid,Hatchback,2,8,192,20,23,8,10339.875,42999.333333333336,-772.3333333333358,scraping
Nissan,Altima,2018,22256,127209,Monterrey,MX,SCRAPED2018397945,LX,Red,Very Good,3.5L V6,Manual,FWD,Hybrid,SUV,2,4,328,26,18,6,21201.5,24909.2,-2653.2000000000007,scraping
Ford,Escape,2016,27424,139055,Monterrey,MX,SCRAPED2016776313,Base,Blue,Good,3.0L Diesel,Manual,RWD,Diesel,Hatchback,2,4,271,23,22,8,17381.875,29792.18181818182,-2368.18181818182,scraping
BMW,5 Series,2017,42446,68226,Monterrey,MX,SCRAPED2017205125,Base,Gray,Good,2.0L Turbo,Automatic,AWD,Diesel,Truck,2,8,356,35,21,7,9746.57142857143,48771.92857142857,-6325.9285714285725,scraping
Audi,Q5,2017,53881,68457,Monterrey,MX,SCRAPED2017127269,LX,Red,Good,2.0L Turbo,CVT,FWD,Diesel,Sedan,2,4,166,32,21,7,9779.57142857143,45476.92307692308,8404.076923076922,scraping
Volkswagen,Atlas,2016,24192,50637,Monterrey,MX,SCRAPED2016288232,Base,White,Fair,3.0L Diesel,CVT,FWD,Diesel,Hatchback,4,6,316,29,22,8,6329.625,21952.809523809523,2239.190476190477,scraping
Chevrolet,Equinox,2018,25644,10141,Monterrey,MX,SCRAPED2018989630,Premium,Black,Very Good,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Truck,2,8,331,23,15,6,1690.1666666666667,28386.823529411766,-2742.823529411766,scraping
Volkswagen,Atlas,2017,22010,92866,Monterrey,MX,SCRAPED2017817081,Premium,Gray,Good,2.5L 4-Cylinder,CVT,RWD,Gasoline,Hatchback,4,8,287,29,16,7,13266.57142857143,21952.809523809523,57.19047619047706,scraping
Honda,Pilot,2016,19167,85454,Monterrey,MX,SCRAPED2016864624,Base,Black,Good,2.0L Turbo,Automatic,AWD,Diesel,SUV,2,4,336,30,17,8,10681.75,20042.933333333334,-875.9333333333343,scraping
Kia,Sorento,2016,22346,113940,Monterrey,MX,SCRAPED2016471868,Limited,Silver,Fair,3.0L Diesel,CVT,AWD,Gasoline,Hatchback,4,8,200,32,21,8,14242.5,23563.17391304348,-1217.1739130434798,scraping
Ford,F-150,2021,43977,15269,Monterrey,MX,SCRAPED2021243290,Premium,Red,Good,3.0L Diesel,Manual,AWD,Gasoline,Sedan,2,4,397,33,19,3,5089.666666666667,29563.739130434784,14413.260869565216,scraping
Hyundai,Tucson,2019,27440,51977,Monterrey,MX,SCRAPED2019631093,LX,Black,Good,3.0L Diesel,CVT,RWD,Hybrid,Sedan,4,6,188,34,15,5,10395.4,23820.75,3619.25,scraping
Honda,Civic,2023,37210,48336,Monterrey,MX,SCRAPED2023216957,Limited,Gray,Good,3.5L V6,CVT,RWD,Hybrid,SUV,4,4,198,29,21,1,48336.0,28659.869565217392,8550.130434782608,scraping
Volkswagen,Passat,2021,39917,59169,Monterrey,MX,SCRAPED2021588789,Limited,Silver,Good,2.0L Turbo,Manual,FWD,Diesel,Truck,4,8,194,28,18,3,19723.0,25221.53846153846,14695.461538461539,scraping
Volkswagen,Atlas,2023,35586,87956,Monterrey,MX,SCRAPED2023262325,LX,Blue,Very Good,2.0L Turbo,Manual,AWD,Hybrid,Truck,2,8,348,22,17,1,87956.0,21952.809523809523,13633.190476190477,scraping
Audi,A4,2023,59594,38993,Monterrey,MX,SCRAPED2023325625,EX,Red,Excellent,3.0L Diesel,Automatic,FWD,Gasoline,Sedan,2,8,175,34,21,1,38993.0,43616.8,15977.199999999997,scraping
Honda,CR-V,2022,36574,19752,Monterrey,MX,SCRAPED2022478502,LX,Gray,Good,3.0L Diesel,Automatic,AWD,Diesel,Truck,2,6,167,23,16,2,9876.0,24872.04761904762,11701.952380952382,scraping
Kia,Sorento,2020,29106,97985,Monterrey,MX,SCRAPED2020419451,Base,White,Fair,3.0L Diesel,Automatic,RWD,Diesel,Sedan,4,8,232,33,24,4,24496.25,23563.17391304348,5542.82608695652,scraping
Toyota,Corolla,2020,28995,50079,Monterrey,MX,SCRAPED2020152197,Premium,Red,Good,2.0L Turbo,Manual,FWD,Hybrid,Sedan,4,8,373,26,20,4,12519.75,22425.5,6569.5,scraping
Mercedes-Benz,GLE,2022,53636,48670,Monterrey,MX,SCRAPED2022742229,LX,Red,Good,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Hatchback,2,6,294,35,22,2,24335.0,47390.76,6245.239999999998,scraping
Audi,A6,2023,55572,109525,Monterrey,MX,SCRAPED2023298819,Premium,Black,Good,3.5L V6,Automatic,AWD,Hybrid,SUV,2,6,337,34,18,1,109525.0,42394.47826086957,13177.521739130432,scraping
Volkswagen,Tiguan,2020,25321,98275,Monterrey,MX,SCRAPED2020113652,Limited,Black,Very Good,2.5L 4-Cylinder,Automatic,RWD,Diesel,Truck,4,8,393,26,25,4,24568.75,25830.10714285714,-509.1071428571413,scraping
Kia,Sportage,2022,39141,38889,Monterrey,MX,SCRAPED2022238131,LX,Red,Fair,3.5L V6,Automatic,FWD,Diesel,Hatchback,4,6,166,33,19,2,19444.5,25350.57894736842,13790.42105263158,scraping
BMW,X3,2021,56100,75323,Monterrey,MX,SCRAPED2021259491,LX,White,Excellent,3.5L V6,Manual,FWD,Hybrid,Hatchback,4,8,237,24,18,3,25107.666666666668,47162.681818181816,8937.318181818184,scraping
BMW,X3,2022,65970,44311,Monterrey,MX,SCRAPED2022848956,Limited,Gray,Good,2.5L 4-Cylinder,CVT,AWD,Hybrid,SUV,2,6,387,23,25,2,22155.5,47162.681818181816,18807.318181818184,scraping
Ford,Explorer,2022,38960,31429,Monterrey,MX,SCRAPED2022543353,Limited,White,Good,2.0L Turbo,Automatic,RWD,Hybrid,Hatchback,4,8,180,20,17,2,15714.5,28610.666666666668,10349.333333333332,scraping
Hyundai,Santa Fe,2022,32535,115189,Monterrey,MX,SCRAPED2022534774,LX,Silver,Very Good,3.0L Diesel,Manual,FWD,Hybrid,Hatchback,2,6,330,26,24,2,57594.5,23741.354838709678,8793.645161290322,scraping
Audi,Q7,2022,56025,57203,Monterrey,MX,SCRAPED2022207273,LX,Gray,Fair,2.5L 4-Cylinder,CVT,FWD,Hybrid,Hatchback,2,4,261,32,20,2,28601.5,43610.3,12414.699999999997,scraping
Hyundai,Tucson,2020,32652,29343,Monterrey,MX,SCRAPED2020636270,Base,Silver,Excellent,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Sedan,4,6,168,23,20,4,7335.75,23820.75,8831.25,scraping
Kia,Forte,2022,41900,58478,Monterrey,MX,SCRAPED2022893901,LX,Red,Fair,2.0L Turbo,CVT,RWD,Hybrid,Sedan,2,6,155,34,21,2,29239.0,29418.470588235294,12481.529411764706,scraping
Chevrolet,Silverado,2021,41496,31207,Monterrey,MX,SCRAPED2021743971,LX,Gray,Excellent,3.0L Diesel,Automatic,AWD,Diesel,Hatchback,2,4,155,26,15,3,10402.333333333334,32194.0,9302.0,scraping
Ford,Explorer,2020,36813,98212,Monterrey,MX,SCRAPED2020897100,Premium,Black,Very Good,2.5L 4-Cylinder,Manual,FWD,Hybrid,Hatchback,2,6,154,23,18,4,24553.0,28610.666666666668,8202.333333333332,scraping
Mercedes-Benz,E-Class,2022,55299,20303,Monterrey,MX,SCRAPED2022168299,LX,Black,Good,2.5L 4-Cylinder,CVT,FWD,Diesel,SUV,2,4,181,23,15,2,10151.5,46445.807692307695,8853.192307692305,scraping
Toyota,RAV4,2021,38316,31951,Monterrey,MX,SCRAPED2021983897,Premium,White,Fair,3.0L Diesel,CVT,RWD,Gasoline,Sedan,2,4,209,34,15,3,10650.333333333334,25440.3,12875.7,scraping
Mercedes-Benz,GLC,2023,56731,43760,Monterrey,MX,SCRAPED2023370275,Base,Gray,Very Good,3.5L V6,Automatic,RWD,Hybrid,SUV,2,6,372,32,15,1,43760.0,46112.3,10618.699999999997,scraping
Kia,Optima,2020,37110,42207,Monterrey,MX,SCRAPED2020616538,Limited,Black,Good,3.5L V6,Automatic,RWD,Diesel,Hatchback,4,4,400,29,22,4,10551.75,23576.82608695652,13533.17391304348,scraping
Kia,Optima,2019,29977,36632,Monterrey,MX,SCRAPED2019507936,EX,Red,Fair,2.0L Turbo,CVT,FWD,Gasoline,SUV,4,4,351,29,15,5,7326.4,23576.82608695652,6400.17391304348,scraping
Hyundai,Sonata,2020,32909,91944,Monterrey,MX,SCRAPED2020510084,Base,Red,Good,2.0L Turbo,Automatic,AWD,Hybrid,SUV,4,8,214,31,25,4,22986.0,27014.347826086956,5894.652173913044,scraping
Toyota,RAV4,2019,29831,18900,Monterrey,MX,SCRAPED2019675331,Premium,Blue,Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Sedan,4,4,223,26,20,5,3780.0,25440.3,4390.700000000001,scraping
Audi,Q7,2019,49297,82421,Monterrey,MX,SCRAPED2019990874,LX,Blue,Fair,2.5L 4-Cylinder,Automatic,FWD,Gasoline,SUV,2,6,213,24,15,5,16484.2,43610.3,5686.699999999997,scraping
Honda,Civic,2023,38238,20292,Monterrey,MX,SCRAPED2023731152,Base,Blue,Excellent,3.5L V6,CVT,FWD,Diesel,Hatchback,2,4,381,25,16,1,20292.0,28659.869565217392,9578.130434782608,scraping
Chevrolet,Malibu,2020,35619,21377,Monterrey,MX,SCRAPED2020297409,Limited,Black,Very Good,3.0L Diesel,CVT,AWD,Hybrid,SUV,2,8,172,24,16,4,5344.25,31844.458333333332,3774.541666666668,scraping
BMW,3 Series,2021,52322,43282,Monterrey,MX,SCRAPED2021852473,Premium,White,Excellent,2.0L Turbo,CVT,FWD,Gasoline,Sedan,4,4,223,25,22,3,14427.333333333334,45747.42857142857,6574.5714285714275,scraping
Mercedes-Benz,E-Class,2023,59350,94744,Monterrey,MX,SCRAPED2023422462,Base,Black,Fair,3.0L Diesel,CVT,RWD,Diesel,Sedan,2,6,168,25,25,1,94744.0,46445.807692307695,12904.192307692305,scraping
Nissan,Sentra,2019,32843,92132,Monterrey,MX,SCRAPED2019344681,Premium,Red,Good,2.0L Turbo,Manual,AWD,Diesel,Sedan,4,4,221,32,18,5,18426.4,21778.217391304348,11064.782608695652,scraping
Chevrolet,Malibu,2021,39858,66409,Monterrey,MX,SCRAPED2021850429,Base,Red,Very Good,2.5L 4-Cylinder,Manual,AWD,Diesel,Hatchback,4,6,237,23,18,3,22136.333333333332,31844.458333333332,8013.541666666668,scraping
BMW,5 Series,2021,54986,116190,Monterrey,MX,SCRAPED2021290405,LX,White,Good,2.5L 4-Cylinder,Automatic,AWD,Gasoline,Hatchback,4,8,267,22,23,3,38730.0,48771.92857142857,6214.0714285714275,scraping
Volkswagen,Tiguan,2020,31438,99780,Monterrey,MX,SCRAPED2020720231,LX,Silver,Fair,3.0L Diesel,CVT,AWD,Diesel,Sedan,4,8,213,27,17,4,24945.0,25830.10714285714,5607.892857142859,scraping
Honda,Civic,2021,34485,60239,Monterrey,MX,SCRAPED2021636095,Premium,Gray,Excellent,3.0L Diesel,Automatic,AWD,Diesel,SUV,4,6,314,23,18,3,20079.666666666668,28659.869565217392,5825.130434782608,scraping
Toyota,Highlander,2023,36066,129903,Monterrey,MX,SCRAPED2023133044,LX,Blue,Good,2.0L Turbo,Automatic,FWD,Diesel,Sedan,2,4,306,21,21,1,129903.0,23365.428571428572,12700.571428571428,scraping
Mercedes-Benz,GLC,2019,52282,46265,Monterrey,MX,SCRAPED2019508391,LX,Gray,Excellent,2.0L Turbo,CVT,RWD,Hybrid,Hatchback,4,4,239,30,19,5,9253.0,46112.3,6169.699999999997,scraping
Nissan,Sentra,2020,30055,108611,Monterrey,MX,SCRAPED2020459912,EX,White,Fair,2.5L 4-Cylinder,CVT,RWD,Gasoline,Hatchback,4,6,378,25,20,4,27152.75,21778.217391304348,8276.782608695652,scraping
Hyundai,Santa Fe,2023,37716,55670,Monterrey,MX,SCRAPED2023277023,Base,Silver,Excellent,3.5L V6,Manual,FWD,Hybrid,Sedan,4,8,372,26,18,1,55670.0,23741.354838709678,13974.645161290322,scraping
Nissan,Rogue,2020,26522,97044,Monterrey,MX,SCRAPED2020328935,EX,Gray,Excellent,3.0L Diesel,Manual,AWD,Hybrid,Truck,4,6,316,28,23,4,24261.0,24736.576923076922,1785.423076923078,scraping
Hyundai,Sonata,2023,32350,130619,Monterrey,MX,SCRAPED2023346718,Premium,Blue,Fair,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Hatchback,2,8,259,23,22,1,130619.0,27014.347826086956,5335.652173913044,scraping
Toyota,Highlander,2022,41720,10251,Monterrey,MX,SCRAPED2022175957,EX,Gray,Good,3.5L V6,Automatic,RWD,Gasoline,Sedan,4,8,175,35,25,2,5125.5,23365.428571428572,18354.571428571428,scraping
Honda,CR-V,2019,27544,107850,Monterrey,MX,SCRAPED2019170790,Limited,Red,Excellent,2.0L Turbo,Automatic,AWD,Gasoline,SUV,4,6,304,23,17,5,21570.0,24872.04761904762,2671.9523809523816,scraping
BMW,5 Series,2022,59130,121495,Monterrey,MX,SCRAPED2022491833,Premium,Gray,Fair,2.0L Turbo,Automatic,AWD,Gasoline,Hatchback,2,6,383,22,21,2,60747.5,48771.92857142857,10358.071428571428,scraping
Kia,Sorento,2019,24658,146580,Monterrey,MX,SCRAPED2019349530,LX,Gray,Very Good,3.0L Diesel,Manual,FWD,Gasoline,Sedan,2,6,153,32,18,5,29316.0,23563.17391304348,1094.8260869565202,scraping
Mercedes-Benz,E-Class,2019,54163,20429,Monterrey,MX,SCRAPED2019388636,LX,White,Good,2.5L 4-Cylinder,CVT,FWD,Diesel,Sedan,4,4,176,32,22,5,4085.8,46445.807692307695,7717.192307692305,scraping
Ford,Explorer,2022,39999,142946,Monterrey,MX,SCRAPED2022171337,Limited,Blue,Good,2.0L Turbo,Automatic,FWD,Gasoline,SUV,4,6,357,24,15,2,71473.0,28610.666666666668,11388.333333333332,scraping
BMW,5 Series,2021,52398,90402,Monterrey,MX,SCRAPED2021287749,Limited,White,Good,2.0L Turbo,Manual,RWD,Gasoline,SUV,4,8,179,31,22,3,30134.0,48771.92857142857,3626.0714285714275,scraping
Honda,Civic,2021,30053,136603,Monterrey,MX,SCRAPED2021951820,EX,Red,Excellent,2.5L 4-Cylinder,CVT,AWD,Hybrid,Truck,4,6,332,32,21,3,45534.333333333336,28659.869565217392,1393.130434782608,scraping
Mercedes-Benz,E-Class,2020,52316,87669,Monterrey,MX,SCRAPED2020512794,Limited,Red,Very Good,3.0L Diesel,CVT,FWD,Diesel,Sedan,4,6,241,29,25,4,21917.25,46445.807692307695,5870.192307692305,scraping
BMW,3 Series,2021,51480,133340,Monterrey,MX,SCRAPED2021637722,EX,Silver,Very Good,2.0L Turbo,Manual,RWD,Hybrid,Hatchback,4,6,396,22,25,3,44446.666666666664,45747.42857142857,5732.5714285714275,scraping
Kia,Optima,2021,29333,75903,Monterrey,MX,SCRAPED2021742389,LX,Blue,Fair,3.5L V6,Automatic,AWD,Gasoline,SUV,2,6,228,34,15,3,25301.0,23576.82608695652,5756.17391304348,scraping
Kia,Optima,2020,30718,79251,Monterrey,MX,SCRAPED2020906067,LX,Silver,Excellent,3.0L Diesel,Manual,AWD,Hybrid,Hatchback,4,8,210,26,24,4,19812.75,23576.82608695652,7141.17391304348,scraping
Hyundai,Elantra,2022,29053,120006,Monterrey,MX,SCRAPED2022278486,EX,Black,Fair,2.5L 4-Cylinder,Manual,AWD,Hybrid,Sedan,4,6,289,20,16,2,60003.0,24270.041666666668,4782.958333333332,scraping
Kia,Forte,2021,32845,83933,Monterrey,MX,SCRAPED2021325578,LX,Black,Excellent,3.0L Diesel,Manual,AWD,Hybrid,Sedan,2,8,183,22,18,3,27977.666666666668,29418.470588235294,3426.5294117647063,scraping
Hyundai,Tucson,2021,35430,98331,Monterrey,MX,SCRAPED2021257319,Premium,Silver,Excellent,3.5L V6,Automatic,AWD,Hybrid,SUV,2,6,195,28,24,3,32777.0,23820.75,11609.25,scraping
BMW,3 Series,2023,61286,105595,Monterrey,MX,SCRAPED2023835704,Limited,Silver,Fair,2.0L Turbo,CVT,AWD,Gasoline,Sedan,2,6,279,20,25,1,105595.0,45747.42857142857,15538.571428571428,scraping
Honda,Civic,2023,39467,70551,Monterrey,MX,SCRAPED2023642722,Base,Blue,Excellent,2.5L 4-Cylinder,Manual,FWD,Hybrid,Truck,4,6,386,20,15,1,70551.0,28659.869565217392,10807.130434782608,scraping
Toyota,Highlander,2021,31626,92366,Monterrey,MX,SCRAPED2021794557,EX,Silver,Very Good,3.5L V6,Automatic,FWD,Hybrid,SUV,2,6,163,20,23,3,30788.666666666668,23365.428571428572,8260.571428571428,scraping
Kia,Sportage,2020,28148,77423,Monterrey,MX,SCRAPED2020669914,EX,White,Very Good,2.0L Turbo,Manual,FWD,Hybrid,Hatchback,4,6,324,34,18,4,19355.75,25350.57894736842,2797.42105263158,scraping
Ford,Mustang,2020,40842,12158,Monterrey,MX,SCRAPED2020640396,Base,Red,Good,3.5L V6,Automatic,RWD,Hybrid,Truck,2,4,348,30,24,4,3039.5,29431.11111111111,11410.88888888889,scraping
Honda,CR-V,2022,29024,97990,Monterrey,MX,SCRAPED2022556856,Base,Black,Very Good,3.0L Diesel,CVT,RWD,Hybrid,Hatchback,4,6,392,22,24,2,48995.0,24872.04761904762,4151.952380952382,scraping
BMW,X5,2022,57376,21908,Monterrey,MX,SCRAPED2022461215,Limited,White,Good,3.0L Diesel,Automatic,FWD,Hybrid,Hatchback,4,6,287,27,22,2,10954.0,45377.85,11998.150000000001,scraping
Volkswagen,Tiguan,2021,30016,70768,Monterrey,MX,SCRAPED2021718627,Limited,Blue,Very Good,3.0L Diesel,CVT,RWD,Gasoline,Hatchback,2,4,214,21,22,3,23589.333333333332,25830.10714285714,4185.892857142859,scraping
Nissan,Pathfinder,2020,30659,51520,Monterrey,MX,SCRAPED2020855554,LX,Blue,Excellent,3.0L Diesel,Automatic,FWD,Diesel,Sedan,2,4,234,33,20,4,12880.0,24422.72,6236.279999999999,scraping
Volkswagen,Jetta,2021,34784,80478,Monterrey,MX,SCRAPED2021401228,LX,Red,Excellent,2.5L 4-Cylinder,Automatic,FWD,Hybrid,Hatchback,2,6,209,25,19,3,26826.0,24905.565217391304,9878.434782608696,scraping
Hyundai,Santa Fe,2023,37735,117194,Monterrey,MX,SCRAPED2023102641,Premium,Gray,Good,2.0L Turbo,Automatic,AWD,Diesel,Hatchback,2,4,239,32,17,1,117194.0,23741.354838709678,13993.645161290322,scraping
Kia,Optima,2023,35021,65667,Monterrey,MX,SCRAPED2023829465,Base,Silver,Fair,3.5L V6,Manual,RWD,Hybrid,Truck,4,6,233,29,15,1,65667.0,23576.82608695652,11444.17391304348,scraping
Chevrolet,Equinox,2023,45570,10855,Monterrey,MX,SCRAPED2023133314,LX,Silver,Fair,3.0L Diesel,Automatic,RWD,Diesel,Hatchback,2,8,222,32,15,1,10855.0,28386.823529411766,17183.176470588234,scraping
BMW,5 Series,2020,59067,22975,Monterrey,MX,SCRAPED2020156218,Base,Blue,Excellent,2.5L 4-Cylinder,CVT,FWD,Hybrid,Hatchback,2,4,316,29,21,4,5743.75,48771.92857142857,10295.071428571428,scraping
Ford,Mustang,2020,35984,37542,Monterrey,MX,SCRAPED2020608907,Limited,White,Very Good,3.0L Diesel,CVT,AWD,Hybrid,Hatchback,4,4,398,26,20,4,9385.5,29431.11111111111,6552.8888888888905,scraping
BMW,3 Series,2022,53689,98255,Monterrey,MX,SCRAPED2022874508,Base,White,Excellent,3.0L Diesel,CVT,AWD,Gasoline,Hatchback,4,6,339,25,20,2,49127.5,45747.42857142857,7941.5714285714275,scraping
Chevrolet,Silverado,2020,38077,30590,Monterrey,MX,SCRAPED2020387296,Limited,Gray,Very Good,3.0L Diesel,CVT,FWD,Diesel,Hatchback,2,8,206,24,18,4,7647.5,32194.0,5883.0,scraping
Honda,CR-V,2020,31513,92657,Monterrey,MX,SCRAPED2020416219,Limited,Red,Good,2.5L 4-Cylinder,CVT,AWD,Gasoline,Hatchback,4,8,387,25,18,4,23164.25,24872.04761904762,6640.952380952382,scraping
BMW,X5,2020,47186,141223,Monterrey,MX,SCRAPED2020336092,Premium,Black,Fair,2.0L Turbo,Manual,AWD,Gasoline,Truck,4,6,222,34,20,4,35305.75,45377.85,1808.1500000000015,scraping
Nissan,Rogue,2023,36659,136883,Monterrey,MX,SCRAPED2023339780,Limited,Blue,Very Good,3.5L V6,Automatic,AWD,Gasoline,Sedan,4,6,327,33,17,1,136883.0,24736.576923076922,11922.423076923078,scraping
Nissan,Pathfinder,2020,37627,19600,Monterrey,MX,SCRAPED2020977882,LX,Black,Fair,3.0L Diesel,CVT,RWD,Diesel,Hatchback,4,4,152,25,22,4,4900.0,24422.72,13204.279999999999,scraping
Chevrolet,Tahoe,2019,30353,70371,Monterrey,MX,SCRAPED2019395921,Premium,Gray,Excellent,2.5L 4-Cylinder,Manual,FWD,Hybrid,Truck,4,8,291,23,17,5,14074.2,25317.0,5036.0,scraping
Volkswagen,Tiguan,2021,32827,69794,Monterrey,MX,SCRAPED2021195298,Base,Black,Good,3.0L Diesel,Manual,FWD,Gasoline,SUV,4,6,254,32,22,3,23264.666666666668,25830.10714285714,6996.892857142859,scraping
BMW,5 Series,2021,53801,76469,Monterrey,MX,SCRAPED2021343721,EX,White,Good,3.5L V6,Manual,RWD,Gasoline,Hatchback,4,4,378,27,17,3,25489.666666666668,48771.92857142857,5029.0714285714275,scraping
Nissan,Rogue,2023,35894,139616,Monterrey,MX,SCRAPED2023838106,Premium,Gray,Very Good,3.5L V6,Manual,RWD,Diesel,Sedan,2,6,228,35,23,1,139616.0,24736.576923076922,11157.423076923078,scraping
Nissan,Sentra,2021,28838,128339,Monterrey,MX,SCRAPED2021863838,Base,Silver,Good,3.0L Diesel,Automatic,RWD,Diesel,Truck,2,8,366,23,19,3,42779.666666666664,21778.217391304348,7059.782608695652,scraping
Toyota,RAV4,2022,34342,44104,Monterrey,MX,SCRAPED2022642190,Premium,Blue,Fair,3.0L Diesel,Manual,AWD,Hybrid,Hatchback,4,4,151,35,25,2,22052.0,25440.3,8901.7,scraping
Mercedes-Benz,C-Class,2023,54411,117436,Monterrey,MX,SCRAPED2023181209,Premium,Silver,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Sedan,4,8,280,35,21,1,117436.0,42999.333333333336,11411.666666666664,scraping
Honda,CR-V,2019,23875,143260,Monterrey,MX,SCRAPED2019898630,Premium,Blue,Excellent,2.0L Turbo,Manual,AWD,Diesel,SUV,4,6,354,26,21,5,28652.0,24872.04761904762,-997.0476190476184,scraping
Mercedes-Benz,C-Class,2020,51002,62794,Monterrey,MX,SCRAPED2020254713,LX,Silver,Very Good,2.0L Turbo,Manual,RWD,Hybrid,Truck,2,6,244,29,18,4,15698.5,42999.333333333336,8002.666666666664,scraping
Ford,Explorer,2022,42626,86342,Monterrey,MX,SCRAPED2022760518,Premium,Black,Good,3.5L V6,Automatic,AWD,Hybrid,Truck,2,4,332,33,18,2,43171.0,28610.666666666668,14015.333333333332,scraping
Audi,Q7,2021,47689,118888,Monterrey,MX,SCRAPED2021287254,LX,Silver,Fair,2.0L Turbo,Manual,FWD,Gasoline,SUV,2,8,188,22,23,3,39629.333333333336,43610.3,4078.699999999997,scraping
Mercedes-Benz,E-Class,2020,50501,144751,Monterrey,MX,SCRAPED2020401115,Limited,Red,Fair,3.5L V6,Automatic,FWD,Diesel,Truck,2,4,174,27,17,4,36187.75,46445.807692307695,4055.192307692305,scraping
Mercedes-Benz,E-Class,2019,50430,124502,Monterrey,MX,SCRAPED2019551251,EX,Silver,Fair,2.0L Turbo,Automatic,AWD,Hybrid,Truck,2,4,219,32,20,5,24900.4,46445.807692307695,3984.192307692305,scraping
Ford,Escape,2023,38539,88623,Monterrey,MX,SCRAPED2023453724,EX,White,Good,3.5L V6,CVT,FWD,Hybrid,Sedan,2,8,364,30,23,1,88623.0,29792.18181818182,8746.81818181818,scraping
Audi,Q5,2020,53186,57572,Monterrey,MX,SCRAPED2020994561,Limited,Red,Excellent,3.0L Diesel,CVT,AWD,Hybrid,SUV,2,6,290,21,24,4,14393.0,45476.92307692308,7709.076923076922,scraping
Toyota,RAV4,2020,33229,50877,Monterrey,MX,SCRAPED2020609802,Premium,Red,Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Hatchback,2,6,247,25,22,4,12719.25,25440.3,7788.700000000001,scraping
BMW,X3,2021,57573,28277,Monterrey,MX,SCRAPED2021594599,LX,Black,Good,2.5L 4-Cylinder,Automatic,RWD,Diesel,Sedan,4,6,214,29,17,3,9425.666666666666,47162.681818181816,10410.318181818184,scraping
Kia,Sportage,2019,31764,18613,Monterrey,MX,SCRAPED2019276052,Base,Gray,Excellent,2.0L Turbo,CVT,RWD,Hybrid,Sedan,4,4,335,28,22,5,3722.6,25350.57894736842,6413.42105263158,scraping
